seller_id,image,product_name,category,color,size,product_price,rent_price,desc
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/11/c5a03dc8-0c6c-4ce3-8a09-b2d33da18597.jpg,Diana Sage - Kebaya Couple Batik Modern [izarabatik],Adat,Hijau,M,Rp176.400,"Rp26.460,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/7/17/17b9c58c-cf28-4330-bb3b-5d4a1cc2dde7.jpg,Kebaya Batik Encim Malia Lengan 7/8 Meradelima Katun Sogan,Adat,Hitam,M,Rp219.900,"Rp32.985,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/12/11/9c508f43-b276-4eb1-8191-14be5fe22f6e.jpg,Kebaya Batik Kutubaru 2 in 1 Lengan Pendek Meradelima Katun Dusty Pink,Adat,Merah,S,Rp199.900,"Rp29.985,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/4/19/30006642-c2e1-43e8-bbfe-70c12381a7f5.jpg,"NONA RARA - Kebaya Kartini Hijau Lasem T2860, Baju batik wanita modern",Adat,Hijau,XL,Rp441.750,"Rp66.262,50","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/2/9/fd993cb3-3c02-4067-a930-6e39bd2c570f.jpg,SATU SET KEBAYA BALI KEBAYA JADI KEBAYA KUTIBARU MODERN WARNA ABU,Adat,Hitam,S,Rp382.000,"Rp57.300,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/1/833da712-d5ad-45c7-a5d6-9f5ced254376.jpg,Baju batik kebaya couple lamaran batik borkat modern 2022,Adat,Hitam,M,Rp220.000,"Rp33.000,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/9/7cb3869f-5252-46df-838a-94207e2986bc.jpg,Kebaya kutubaru rosea lengan 7/8 meradelima katun jepang lilac,Adat,Biru,XL,Rp239.900,"Rp35.985,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/25/bbc8eedf-9555-4ee7-a853-7de401d987c5.jpg,Kebaya kutubaru rosea lengan 7/8 meradelima katun jepang putih merah,Adat,Putih,S,Rp239.900,"Rp35.985,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/25/2adb16db-5f14-41c5-afc8-ece5ca381387.jpg,Kebaya Encim Bordir Lengan Panjang Meradelima Katun Jepang Lilac,Adat,Biru,L,Rp299.900,"Rp44.985,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/18/ad08a21c-8acf-4f09-af16-fdb550471c29.jpg,Kebaya kartini kiara lengan panjang meradelima katun crinkle abu abu,Adat,Hitam,XL,Rp279.900,"Rp41.985,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/28/15b98603-589f-40ef-a59f-f168b895504b.jpg,Kebaya Encim Bordir Lengan Panjang Meradelima Katun Jepang Sogan,Adat,Hitam,L,Rp299.900,"Rp44.985,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/7/89093822-d113-48ca-a4dd-03a687f07e0b.png,Kebaya Brukat Kutu Baru Wanita Modern Set Rok Lilit Kain Batik,Adat,Hitam,M,Rp139.999,"Rp20.999,85","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/10/5/1ba2793f-6db9-4594-9e72-c2b393a4839b.jpg,Kebaya Batik Encim Malia Lengan 7/8 Meradelima Katun Merah,Adat,Merah,S,Rp209.900,"Rp31.485,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/13/d2d557d3-7f9e-49e3-9126-25471239cde0.jpg,"NONA RARA - Kebaya Jlamprang Black T2596, Baju blouse batik wanita",Adat,Hitam,L,Rp335.000,"Rp50.250,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/5/9/87dbf4c7-896e-47d9-a96c-8f6a2cf72aaa.jpg,ROK LILIT BATIK Skirt Kebaya Instan Modern Wanita Capung Hitam 723125,Adat,Hitam,XL,Rp169.700,"Rp25.455,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/23/3ba6990b-e4cf-4944-b7bd-aaa903e5a21b.jpg,Kebaya kutubaru clara lengan panjang meradelima katun jepang putih,Adat,Putih,L,Rp239.900,"Rp35.985,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/5/9/3b09c53e-cf54-4078-87b1-88455af9af6d.jpg,ROK BATIK SPAN Kebaya Modern Wanita Balian Biru Aqua Tosca 723141,Adat,Biru,M,Rp129.000,"Rp19.350,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/2/9/b0b4d729-5c64-4cbd-863a-a5a53070409e.jpg,KEBAYA KUTUBARU KLASIK BLUDRU ANGKIN JUMPUTAN,Adat,Biru,S,Rp186.000,"Rp27.900,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/6/20/0daf31cb-2dd5-4efe-94d8-1cdfd4c5b19d.jpg,BATIK COUPLE KEBAYA ATASAN WANITA ROK KELUARGA MODERN BROKAT WISUDA,Adat,Hitam,M,Rp295.000,"Rp44.250,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/9/12/b6329e43-3553-4455-8b57-d2a02b2e39ce.jpg,Kebaya Batik Encim Lengan 7/8 Meradelima Katun Sogan,Adat,Hitam,M,Rp219.900,"Rp32.985,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/2/13/85876fc9-03a7-4fe6-abfa-1d1229beac96.jpg,Kebaya Batik Jumputan Lengan 7/8 Meradelima Katun Dusty Pink,Adat,Merah,L,Rp209.900,"Rp31.485,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/3/5/5591b937-10fe-429a-9acf-b81e74893697.jpg,Kartini Kebaya,Adat,Biru,S,Rp2.109.000,"Rp316.350,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/4/1/9f4105e9-f947-46c7-9660-8148d0a1d452.jpg,Kebaya Batik Kutubaru 2 in 1 Lengan 7/8 Meradelima Katun Hitam,Adat,Hitam,M,Rp219.900,"Rp32.985,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/11/4/5cc6b3f0-6aaf-48a5-a4be-292659d2d290.jpg,Baju Kebaya Encim Pekalongan Lengan Panjang Meradelima Katun Hitam,Adat,Hitam,XL,Rp209.900,"Rp31.485,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2024/1/17/31e9e18a-375a-4c8a-9036-f40de1a245c1.png,KEBAYA HITAM MODERN LENGAN PANJANG (ARTATI) - SILVER,Adat,Hitam,S,Rp239.000,"Rp35.850,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/5/9/0df7a4dd-9e8a-497d-b65e-ba9c9e9cab91.jpg,ROK BATIK SPAN Aurora Kebaya Modern Wanita Sungai Kupu Merah 723202,Adat,Merah,L,Rp249.000,"Rp37.350,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/10/1/9ce3450a-8ae9-446f-8205-6c39161617ba.jpg,Setelan Cardigan Rok Rempel Panjang Batik Set Kebaya Modern -Castle,Adat,Hitam,XL,Rp390.000,"Rp58.500,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/18/dcbb295a-e6a9-4b18-9584-6d4aa0d700c6.jpg,Ratih Kutubaru Grey - Kebaya Couple Batik Modern,Adat,Hitam,L,Rp198.000,"Rp29.700,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
9725268d-cc08-4113-bcae-6f7a45d308a0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/2/13/e686b6db-8cfa-4b4d-9364-4d10ac8dca0e.jpg,Kebaya Batik Jumputan Lengan Pendek Meradelima Katun Dusty Pink,Adat,Merah,M,Rp189.900,"Rp28.485,00","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.
"
